Protein1,Protein2,Combined Score
5319,2307,203
5319,453,163
5319,1831,154
5319,3430,169
5319,4194,647
5319,687,161
5319,1742,544
5319,5657,247
5319,3250,226
5319,4364,186
5319,2491,164
5319,99,155
5319,1991,170
5319,917,216
5319,946,416
5319,3145,581
5319,3922,774
5319,3842,203
5319,1075,490
5319,5888,270
5319,5960,168
5319,5413,409
5319,4581,153
5319,3772,172
5319,3188,228
5319,391,610
5319,1454,162
5319,261,183
5319,5967,343
5319,712,445
5319,5866,150
5319,1410,236
5319,1773,444
5319,591,189
5319,816,186
5319,718,372
5319,5179,163
5319,634,176
5319,2221,193
5319,2117,371
5319,4844,339
5319,3331,278
5319,3081,418
5319,3333,599
5319,2046,263
5319,4575,166
5319,2047,299
5319,4794,621
5319,1252,223
5319,4914,172
5319,1689,154
5319,1463,411
5319,4305,212
5319,3985,313
5319,5729,240
5319,5923,210
5319,2057,211
5319,358,212
5319,4460,384
5319,1138,174
5319,5881,276
5319,3195,230
5319,4299,415
5319,2897,255
5319,5824,172
5319,638,517
5319,821,282
5319,2594,195
5319,2470,441
5319,3716,215
5319,5394,307
5319,4202,274
5319,3856,266
5319,5463,340
5319,4318,416
5319,759,341
5319,1692,172
5319,3018,229
5319,5317,167
5319,2824,407
5319,4620,161
5319,5364,214
5319,27,380
5319,1354,209
5319,627,168
5319,3499,763
5319,3060,177
5319,359,189
5319,1931,284
5319,3326,306
5319,1434,259
5319,4921,218
5319,2772,156
5319,4940,281
5319,176,625
5319,1534,215
5319,5810,324
5319,2081,429
5319,4193,824
5319,2194,293
5319,5301,275
5319,5037,177
5319,5629,321
5319,1815,238
5319,3507,466
5319,5984,169
5319,265,170
5319,5158,600
5319,3228,174
5319,4080,594
5319,4967,177
5319,2020,700
5319,2648,179
5319,5918,155
5319,4819,278
5319,4391,274
5319,5351,152
5319,4776,327
5319,5963,187
5319,459,202
5319,3287,180
5319,1882,600
5319,3149,160
5319,1452,269
5319,2504,229
5319,1337,199
5319,5769,227
5319,4635,323
5319,1016,156
5319,2647,191
5319,2084,184
5319,1163,383
5319,5439,151
5319,1171,226
5319,5791,357
5319,5978,191
5319,4530,240
5319,51,291
5319,2288,150
5319,5277,163
5319,4599,685
5319,3754,251
5319,2178,210
5319,3560,484
5319,1455,307
5319,3572,182
5319,4163,233
5319,710,626
5319,4180,160
5319,5563,170
5319,3830,208
5319,5941,158
5319,705,189
5319,1636,176
5319,5932,199
5319,6035,155
5319,1387,301
1805,1237,159
1805,5227,174
1805,4960,169
1805,4338,260
1805,435,456
1805,5010,685
1805,3124,248
1805,2730,197
1805,5905,210
1805,3138,298
1805,5540,535
1805,806,318
1805,2693,999
1805,5692,181
1805,35,610
1805,686,322
1805,1589,157
1805,3526,281
1805,4725,305
1805,3101,650
1805,4148,230
1805,5707,192
1805,5085,171
1805,2350,231
1805,667,556
1805,1359,386
1805,1730,324
1805,5838,150
1805,1642,426
1805,4076,390
1805,3419,486
1805,1419,343
1805,1554,908
1805,4571,390
1805,4552,242
1805,4883,246
1805,5192,168
1805,3010,683
1805,4392,586
1805,595,492
1805,4441,226
1805,3963,286
1805,5474,450
1805,5310,620
1805,3492,550
1805,2082,209
1805,3436,171
1805,3379,374
1805,217,179
1805,956,186
1805,7,163
1805,3539,905
1805,4914,208
1805,3208,186
1805,1325,184
1805,209,226
1805,736,520
1805,5190,653
1805,1903,325
1805,4470,161
1805,2256,350
1805,2012,250
1805,4204,153
1805,5326,211
1805,1032,462
1805,2820,186
1805,4833,273
1805,2449,166
1805,2538,202
1805,4534,175
1805,3230,642
1805,1277,447
1805,3319,152
1805,2232,185
1805,4595,855
1805,1140,433
1805,2358,174
1805,5161,590
1805,3077,227
1805,2469,340
1805,1697,268
1805,3953,800
1805,4254,260
1805,1527,505
1805,2134,168
1805,1474,308
1805,301,658
1805,456,405
1805,5648,278
1805,4655,168
1805,4982,234
1805,1310,156
1805,4018,156
1805,5183,230
1805,4902,190
1805,4207,564
1805,3460,180
1805,3015,243
1805,3346,709
1805,5452,402
1805,2070,469
1805,2169,174
1805,587,290
1805,2553,177
1805,1690,611
1805,5029,183
1805,4109,349
1805,3441,767
1805,2152,202
1805,2842,610
1805,5891,265
1805,2319,326
1805,2110,568
1805,3024,425
1805,3314,243
1805,5741,282
1805,5746,297
1805,3143,828
1805,5770,360
1805,3676,249
1805,4511,258
1805,4131,194
1805,1031,165
1805,2175,658
1805,2686,702
1805,1860,630
1805,2575,180
1805,5800,373
1805,166,150
1805,1061,202
1805,1512,164
1805,5212,465
1805,6019,164
1805,5219,512
1805,4781,482
1805,3835,600
1805,1639,252
1805,4165,527
1805,383,998
1805,2254,680
1805,2845,186
1805,1010,721
1805,3652,550
1805,1824,605
1805,3027,227
1805,4894,259
1805,3110,260
1805,4508,466
1805,1624,156
1805,3616,248
1805,4306,195
1805,3740,228
1805,3712,169
1805,5207,183
1805,3759,165
1805,2400,360
1805,4834,281
1805,276,200
1805,4418,509
1805,5082,467
1805,4449,187
1805,2390,200
1805,3271,541
1805,3269,159
1805,3703,373
1805,1891,333
1805,2850,250
1805,1721,390
1805,1562,189
1805,4774,444
1805,4929,240
1805,4557,302
1805,1835,211
1805,1970,833
1805,4291,295
1805,1511,602
1805,1905,172
1805,4720,465
1805,4837,815
1805,5257,197
1805,4498,240
1805,4641,231
1805,4356,513
1805,2625,481
1805,4126,598
1805,1618,608
1805,1682,340
1805,1349,325
1805,1842,202
1805,5418,176
1805,177,167
1805,1515,282
1805,1388,338
1805,1493,159
1805,2763,389
1805,5249,194
1805,909,348
1805,5961,261
1805,4848,173
1805,5524,156
1805,4011,246
1805,2931,263
1805,4074,161
1805,2211,153
1805,4415,420
1805,1357,317
1805,4224,848
1805,352,447
1805,4185,156
1805,4211,195
1805,768,342
1805,1396,548
1805,5063,184
1805,1191,224
1805,4791,613
1805,3071,171
1805,5713,753
1805,955,761
1805,674,533
1805,1459,356
1805,224,325
1805,931,292
1805,1363,521
1805,3066,486
1805,3869,868
1805,883,506
1805,4180,469
1805,4037,190
1805,2638,200
1805,4329,154
1805,4163,153
1805,3593,161
1805,6030,485
1805,4197,496
1805,5028,181
1805,2397,183
1805,1025,198
1805,68,683
1805,1917,459
1805,163,204
1805,2202,372
1805,4970,300
1805,5664,686
1805,192,430
1805,2471,490
1805,3668,188
1805,3107,223
1805,1305,353
1805,1221,199
1805,4324,339
1805,982,673
1805,744,272
1805,4849,245
1805,5333,171
1805,3912,245
1805,1457,703
1805,4582,396
1805,5245,923
1805,757,183
1805,788,261
1805,4203,855
1805,3818,232
1805,1185,690
1805,4307,198
1805,3683,209
1805,4731,357
1805,4483,670
1805,651,269
1805,1536,578
1805,5217,336
1805,3650,199
1805,3119,196
1805,3330,298
1805,1088,306
1805,3987,177
1805,5593,448
1805,5285,291
1805,1331,209
1805,534,341
1805,3229,193
1805,3895,502
1805,4454,163
1805,2896,231
1805,3606,676
1805,4226,696
1805,5268,423
1805,3322,241
1805,2993,236
1805,2979,295
1805,1670,339
1805,2513,473
1805,3423,295
1805,680,209
1805,1162,492
1805,2958,419
1805,3734,388
1805,3452,917
1805,1248,163
1805,2698,547
1805,5166,159
1805,479,208
1805,752,404
1805,3407,325
1805,5156,739
1805,3186,165
1805,2543,399
1805,54,600
1805,5210,377
1805,3893,574
1805,1508,288
1805,5611,189
1805,694,314
1805,2180,708
1805,2830,219
1805,1220,156
1805,5081,184
1805,2484,160
1805,5702,286
1805,2870,279
1805,1638,184
1805,716,248
1805,607,155
1805,1627,225
1805,4568,204
1805,3415,653
1805,505,220
1805,4397,158
1805,108,181
1805,3784,773
1805,4195,161
1805,484,424
1805,2478,692
1805,846,268
1805,1801,475
1805,3214,236
1805,2182,169
1805,2600,418
1805,1217,406
1805,5676,306
1805,4112,712
1805,2616,253
1805,2245,252
1805,5565,299
1805,4301,232
1805,179,542
1805,754,280
1805,4801,459
1805,1,475
1805,3491,611
1805,3157,573
1805,5913,597
1805,2208,505
1805,3394,517
1805,696,291
1805,619,827
1805,3527,321
1005,4194,161
1005,4239,205
1005,2563,275
1005,4164,253
1005,1375,158
1005,2845,152
1005,5528,938
1005,4508,662
1005,1624,160
1005,5617,576
1005,4907,255
1005,5176,478
1005,203,285
1005,1344,291
1005,1978,414
1005,2850,259
1005,4583,204
1005,6009,297
1005,5453,528
1005,1887,261
1005,3180,317
1005,2361,180
1005,1140,473
1005,2275,179
1005,4206,167
1005,880,197
1005,1775,209
1005,2780,296
1005,2962,245
1005,1310,253
1005,5250,282
1005,4752,163
1005,3806,172
1005,1173,218
1005,3413,679
1005,1869,209
1005,2843,218
1005,5027,753
1005,64,183
1005,1855,178
1005,485,533
1005,3838,296
1005,3441,287
1005,5029,179
1005,850,205
1005,4580,521
1005,4162,195
1005,1286,182
1005,1333,852
1005,981,245
1005,5770,188
1005,1769,189
1005,3331,811
1005,4551,185
1005,181,228
1005,2221,244
1005,5474,233
1005,3016,215
1005,5341,355
1005,1285,591
1005,4914,949
1005,2047,274
1005,2876,162
1005,4542,262
1005,3318,992
1005,4575,249
1005,200,898
1005,5355,151
1005,736,186
1005,1693,982
1005,4936,183
1005,5179,180
1005,2538,293
1005,2449,865
1005,3230,248
1005,1276,269
1005,5828,161
1005,1300,162
1005,2009,165
1005,616,313
1005,1699,165
1005,3573,393
1005,5274,325
1005,3353,173
1005,4637,151
1005,5168,236
1005,5344,445
1005,532,525
1005,1103,154
1005,2943,228
1005,124,244
1005,899,274
1005,803,169
1005,806,334
1005,5852,159
1005,3875,229
1005,3101,251
1005,3847,541
1005,3929,478
1005,5143,191
1005,667,326
1005,5206,165
1005,4571,282
1005,4654,250
1005,4859,157
1005,5192,195
1005,1815,335
1005,3507,485
1005,5599,646
1005,3186,247
1005,4193,161
1005,1534,206
1005,5699,202
1005,1006,231
1005,5925,427
1005,4550,210
1005,408,872
1005,3866,181
1005,3494,325
1005,1449,315
1005,4210,733
1005,4683,238
1005,1458,268
1005,2772,653
1005,2208,670
1005,1030,252
1005,619,168
1005,1409,178
1005,458,622
1005,5084,201
1005,2005,160
1005,3683,151
1005,4307,283
1005,2139,171
1005,4120,267
1005,350,164
1005,4196,197
1005,3856,244
1005,3650,198
1005,5988,183
1005,3410,267
1005,5217,563
1005,4621,207
1005,2760,155
1005,3330,162
1005,2986,339
1005,2824,200
1005,1594,389
1005,4460,274
1005,2806,263
1005,2057,276
1005,4691,182
1005,4333,156
1005,4013,154
1005,2470,304
1005,2594,963
1005,3680,977
1005,5541,350
1005,3452,193
1005,70,219
1005,3195,184
1005,3169,194
1005,1035,173
1005,3830,918
1005,5678,370
1005,4187,220
1005,4037,183
1005,4180,904
1005,4256,343
1005,2602,425
1005,4866,170
1005,841,151
1005,1379,163
1005,5180,153
1005,5701,198
1005,5932,150
1005,2202,182
1005,192,701
1005,2576,160
1005,3100,246
1005,1171,221
1005,948,264
1005,549,563
1005,5708,227
1005,3992,294
1005,3754,239
1005,708,187
1005,1686,261
1005,1821,555
1005,3149,162
1005,3583,153
1005,4837,171
1005,1523,429
1005,2306,297
1005,4740,593
1005,4391,414
1005,1163,159
1005,5083,188
1005,1618,171
1005,5439,338
1005,5418,202
1005,1842,900
1005,1345,167
1005,1491,161
1005,628,482
1005,4635,241
1005,2186,186
1005,5249,204
1005,1574,360
1005,5769,446
1005,1617,259
1005,5924,991
1005,4416,160
1005,5158,306
1005,4284,269
1005,4785,158
1005,5063,181
1005,5984,343
1005,2153,262
1005,2330,318
1005,4967,868
1005,4080,331
1005,955,297
1005,5002,562
1005,220,157
1005,1390,203
1005,5844,240
1005,1756,384
1005,4511,155
1005,3461,161
1005,2175,317
1005,4048,198
1005,1512,196
1005,5877,181
1005,4532,751
1005,2293,165
1005,4165,238
1005,4528,154
1005,1120,339
1005,1312,263
1005,4769,373
1005,4973,152
1005,1352,217
1005,5207,226
1005,4872,235
1005,569,684
1005,5990,303
1005,1552,247
1005,2342,190
1005,1435,177
1005,547,321
1005,3703,381
1005,3271,154
1005,5312,416
1005,4409,194
1005,227,251
1005,3815,257
1005,1735,259
1005,842,168
1005,3295,327
1005,4767,248
1005,5117,378
1005,1697,427
1005,2728,235
1005,1546,315
1005,464,188
1005,5438,165
1005,4758,189
1005,3904,150
1005,4169,251
1005,3460,942
1005,2927,285
1005,3444,179
1005,2977,307
1005,5446,237
1005,1690,600
1005,3518,398
1005,3619,161
1005,5354,725
1005,903,243
1005,3816,199
1005,2122,177
1005,3085,274
1005,2823,181
1005,5741,393
1005,4745,202
1005,4259,842
1005,1187,274
1005,4007,199
1005,3676,284
1005,5807,424
1005,5492,170
1005,847,266
1005,5570,205
1005,2092,990
1005,4079,299
1005,5349,241
1005,7,263
1005,4305,434
1005,3646,657
1005,1252,479
1005,2805,186
1005,1773,167
1005,1026,175
1005,1903,379
1005,3273,152
1005,5967,219
1005,1032,161
1005,261,469
1005,4833,392
1005,3603,183
1005,3266,419
1005,5655,617
1005,816,230
1005,3925,165
1005,591,637
1005,4945,556
1005,3182,247
1005,2264,184
1005,1967,203
1005,3521,787
1005,3212,471
1005,4618,275
1005,3138,352
1005,5141,841
1005,5124,999
1005,5692,412
1005,3748,289
1005,3590,209
1005,3135,204
1005,4100,212
1005,2614,277
1005,28,257
1005,4656,171
1005,1303,206
1005,5460,180
1005,4563,280
1005,3713,160
1005,5175,197
1005,946,170
1005,917,360
1005,4509,275
1005,4442,285
1005,1991,458
1005,4166,547
1005,1139,348
1005,5629,475
1005,3488,656
1005,2543,674
1005,1067,184
1005,2194,272
1005,176,504
1005,5702,229
1005,2870,191
1005,5062,167
1005,3586,177
1005,5634,594
1005,2735,419
1005,5721,223
1005,3359,198
1005,3326,711
1005,1931,168
1005,4737,197
1005,966,454
1005,2182,214
1005,3296,176
1005,2610,287
1005,3323,167
1005,1225,269
1005,878,193
1005,2245,195
1005,754,231
1005,5601,158
1005,2813,225
1005,2395,233
1005,944,207
1005,2989,164
1005,3818,202
1005,2483,218
1005,3119,463
1005,3312,229
1005,3723,252
1005,2729,242
1005,5285,216
1005,2312,747
1005,5364,154
1005,4094,402
1005,1460,184
1005,5518,678
1005,402,365
1005,5485,241
1005,3606,216
1005,199,663
1005,3489,659
1005,2993,154
1005,4354,304
1005,3423,457
1005,1973,161
1005,3729,452
1005,1729,372
1005,4693,326
1005,821,694
1005,5843,150
1005,5824,686
1005,5166,213
1005,4299,458
1005,931,168
1005,747,162
1005,5366,172
1005,5563,560
1005,2450,203
1005,4817,190
1005,3203,382
1005,4163,415
1005,710,155
1005,159,174
1005,6023,357
1005,1355,356
1005,333,318
1005,5986,450
1005,5941,204
1005,4639,356
1005,2561,161
1005,4530,161
1005,1294,193
1005,5978,155
1005,5333,158
1005,3912,284
1005,2178,659
1005,5169,640
1005,1524,422
1005,4734,470
1005,5114,214
1005,2938,360
1005,3017,201
1005,5423,550
1005,2640,150
1005,4498,290
1005,4126,275
1005,864,982
1005,2647,170
1005,371,156
1005,5757,159
1005,851,531
1005,1451,162
1005,2185,168
1005,3863,178
1005,734,196
1005,768,750
1005,265,284
1005,1985,373
1005,2279,201
1005,2020,713
1005,5783,210
2823,2221,507
2823,2117,177
2823,2092,347
2823,5349,567
2823,5807,425
2823,1769,169
2823,5492,291
2823,4551,704
2823,5638,507
2823,2876,163
2823,2047,160
2823,2701,446
2823,4794,217
2823,3318,386
2823,1863,367
2823,4486,229
2823,3016,514
2823,3985,155
2823,4540,155
2823,3646,328
2823,1285,381
2823,4305,190
2823,1693,190
2823,4936,657
2823,261,560
2823,1773,470
2823,712,164
2823,1026,301
2823,1699,161
2823,616,330
2823,3266,493
2823,3353,487
2823,591,409
2823,5274,451
2823,1038,270
2823,2538,182
2823,1276,423
2823,5282,180
2823,5828,550
2823,3212,572
2823,4618,190
2823,5780,504
2823,3931,242
2823,124,157
2823,2730,157
2823,4945,459
2823,3748,179
2823,5413,343
2823,1454,200
2823,803,626
2823,806,442
2823,5124,226
2823,4584,177
2823,218,271
2823,1742,198
2823,1642,256
2823,1303,304
2823,3847,191
2823,667,385
2823,4442,306
2823,4574,402
2823,3842,487
2823,946,232
2823,4260,237
2823,5800,286
2823,4532,327
2823,1005,181
2823,4194,193
2823,1720,305
2823,4378,165
2823,2391,368
2823,5617,150
2823,2829,280
2823,4165,160
2823,4999,520
2823,5910,197
2823,5990,254
2823,472,185
2823,5033,213
2823,1435,499
2823,2203,265
2823,4907,226
2823,5091,394
2823,4583,207
2823,1735,207
2823,1835,173
2823,5453,382
2823,2283,179
2823,3180,225
2823,1072,172
2823,3703,175
2823,4409,595
2823,5933,174
2823,5968,177
2823,1546,231
2823,464,307
2823,1441,228
2823,3950,315
2823,1140,173
2823,855,256
2823,5117,727
2823,5250,578
2823,4339,265
2823,1362,288
2823,2687,269
2823,485,405
2823,5446,189
2823,5354,255
2823,4003,197
2823,1656,231
2823,5979,166
2823,1869,259
2823,1711,161
2823,5286,703
2823,5972,258
2823,2122,456
2823,4366,278
2823,4745,377
2823,114,215
2823,5357,442
2823,3203,440
2823,4866,304
2823,3169,370
2823,1035,173
2823,245,204
2823,4187,308
2823,4037,174
2823,5074,422
2823,5932,169
2823,895,273
2823,1379,428
2823,6023,286
2823,5986,202
2823,5701,448
2823,4530,182
2823,3100,205
2823,287,213
2823,192,161
2823,1555,175
2823,4639,300
2823,5169,305
2823,1235,323
2823,145,204
2823,4734,456
2823,5114,257
2823,684,156
2823,5708,549
2823,3992,159
2823,2353,301
2823,2178,254
2823,1848,243
2823,3287,184
2823,459,185
2823,2779,330
2823,5409,654
2823,4391,164
2823,5292,875
2823,5963,216
2823,4865,195
2823,3149,496
2823,1015,396
2823,851,154
2823,5769,275
2823,5924,177
2823,1704,218
2823,5439,503
2823,5083,337
2823,2647,186
2823,2084,164
2823,371,406
2823,4383,317
2823,2515,230
2823,4635,169
2823,10,367
2823,5984,247
2823,2153,239
2823,4417,329
2823,2330,578
2823,5197,230
2823,2020,353
2823,2194,182
2823,3641,271
2823,3507,406
2823,4800,434
2823,4550,565
2823,1042,169
2823,2735,225
2823,4448,443
2823,87,194
2823,5925,496
2823,3586,318
2823,1225,263
2823,1931,443
2823,2610,484
2823,1765,310
2823,1449,505
2823,4778,204
2823,853,208
2823,1158,213
2823,2492,164
2823,4683,173
2823,5525,158
2823,2813,515
2823,3018,328
2823,2483,227
2823,1795,185
2823,1409,338
2823,9,172
2823,5084,439
2823,5317,164
2823,5364,198
2823,2729,441
2823,3417,221
2823,4094,284
2823,2986,225
2823,1594,526
2823,4621,289
2823,5622,194
2823,1757,685
2823,3723,488
2823,1993,161
2823,168,200
2823,2057,361
2823,1248,211
2823,3729,488
2823,5568,198
2823,4693,278
2823,2470,287
2823,4270,235
2203,1822,210
2203,5115,204
2203,3689,326
2203,4982,205
2203,5242,295
2203,5489,209
2203,2728,639
2203,1527,305
2203,2784,178
2203,3158,152
2203,1246,234
2203,3295,157
2203,4767,177
2203,1697,929
2203,3434,349
2203,322,204
2203,1788,601
2203,3676,265
2203,2319,161
2203,480,188
2203,2823,265
2203,1448,164
2203,3034,192
2203,5741,248
2203,1690,233
2203,3518,210
2203,3870,289
2203,4003,166
2203,1017,177
2203,903,180
2203,1656,195
2203,2287,167
2203,5286,156
2203,3371,182
2203,1312,268
2203,1120,164
2203,3151,977
2203,79,150
2203,3294,193
2203,3226,159
2203,3027,165
2203,3241,273
2203,4511,162
2203,4131,270
2203,3461,255
2203,1720,178
2203,3300,175
2203,5118,162
2203,842,165
2203,5312,190
2203,3703,212
2203,4696,349
2203,227,188
2203,652,151
2203,2342,199
2203,775,311
2203,569,154
2203,3932,442
2203,5670,256
2203,4501,990
2203,3772,165
2203,4128,189
2203,4469,202
2203,647,251
2203,3138,772
2203,3633,213
2203,1233,161
2203,5692,165
2203,275,440
2203,5124,406
2203,4618,162
2203,3182,262
2203,1014,154
2203,4059,253
2203,2264,158
2203,1543,212
2203,1851,209
2203,133,270
2203,3969,161
2203,1743,192
2203,3766,444
2203,4672,856
2203,99,165
2203,4563,194
2203,2898,184
2203,946,379
2203,5060,227
2203,3844,165
2203,136,343
2203,1393,238
2203,4561,166
2203,2614,210
2203,4486,172
2203,4596,212
2203,921,267
2203,4305,312
2203,2056,184
2203,5240,208
2203,71,163
2203,2238,193
2203,5349,167
2203,4055,306
2203,3379,844
2203,5307,186
2203,3261,268
2203,3963,167
2203,2269,316
2203,5655,221
2203,2099,154
2203,1038,161
2203,816,234
2203,60,238
2203,3435,154
2203,3153,154
2203,212,455
2203,2666,169
2203,5282,214
2203,3082,239
2203,261,230
2203,1903,924
2203,3417,968
2203,4094,256
2203,2312,235
2203,962,915
2203,4454,205
2203,3312,161
2203,6039,446
2203,3119,165
2203,1295,160
2203,3045,443
2203,4318,187
2203,2403,294
2203,4871,278
2203,813,177
2203,1992,250
2203,3673,213
2203,3818,338
2203,3103,197
2203,5824,344
2203,4178,161
2203,93,157
2203,5166,284
2203,4299,178
2203,52,202
2203,3729,310
2203,960,231
2203,5871,197
2203,5448,264
2203,2993,182
2203,3423,254
2203,680,165
2203,2657,259
2203,5518,423
2203,402,180
2203,2459,327
2203,871,248
2203,3606,969
2203,3234,152
2203,5062,173
2203,691,434
2203,442,184
2203,4377,223
2203,745,163
2203,404,261
2203,176,152
2203,2817,540
2203,5629,238
2203,1139,686
2203,1540,203
2203,1067,223
2203,2543,187
2203,2395,305
2203,3834,172
2203,696,193
2203,3305,390
2203,3446,415
2203,2466,174
2203,779,234
2203,1225,561
2203,4236,209
2203,5676,157
2203,3253,209
2203,2245,411
2203,5167,175
2203,4556,161
2203,4983,204
2203,3323,150
2203,2182,276
2203,3296,195
2203,4242,154
2203,5693,375
2203,2066,418
2203,1493,318
2203,2515,977
2203,864,165
2203,459,236
2203,5162,170
2203,5423,160
2203,3017,909
2203,2938,183
2203,3629,899
2203,3177,416
2203,5783,159
2203,5387,199
2203,2529,159
2203,2279,154
2203,1018,505
2203,2237,297
2203,2020,344
2203,768,171
2203,265,939
2203,5584,161
2203,844,171
2203,4011,303
2203,2571,159
2203,3863,183
2203,900,199
2203,705,287
2203,3553,164
2203,159,183
2203,5028,152
2203,774,227
2203,4163,229
2203,4817,199
2203,5563,484
2203,1524,456
2203,1986,248
2203,3708,165
2203,5277,260
2203,5333,288
2203,3912,244
2203,2875,157
2203,5457,161
2203,2141,432
2203,3107,161
2203,466,222
2203,3857,163
2203,4324,161
2203,5931,902
2203,3668,905
2203,2561,175
2203,2260,203
2203,3806,558
2203,207,261
2203,2204,181
2203,1715,235
2203,3406,201
2203,889,189
2203,4655,179
2203,496,548
2203,3109,177
2203,5204,477
2203,1775,199
2203,880,156
2203,1626,161
2203,4739,244
2203,4579,174
2203,1140,464
2203,2361,217
2203,2358,182
2203,654,217
2203,3533,195
2203,2377,186
2203,4700,191
2203,4845,250
2203,3546,201
2203,4580,154
2203,4162,166
2203,2263,383
2203,988,410
2203,485,246
2203,3700,659
2203,542,291
2203,3441,171
2203,2548,316
2203,2998,299
2203,5027,297
2203,64,223
2203,3775,277
2203,3720,380
2203,2747,196
2203,814,341
2203,100,154
2203,63,186
2203,3974,293
2203,2694,243
2203,5224,185
2203,2768,158
2203,947,177
2203,643,168
2203,4898,203
2203,357,270
2203,3248,187
2203,4041,534
2203,5405,173
2203,2906,505
2203,5453,177
2203,1887,194
2203,584,165
2203,390,297
2203,2929,163
2203,203,215
2203,1785,154
2203,5727,160
2203,233,165
2203,4687,150
2203,3526,151
2203,3101,468
2203,3274,154
2203,280,314
2203,5178,328
2203,1475,176
2203,4644,188
2203,806,818
2203,899,360
2203,2378,174
2203,4880,314
2203,532,165
2203,2943,151
2203,6001,204
2203,1634,150
2203,5209,175
2203,1572,173
2203,5812,225
2203,194,900
2203,5227,165
2203,4654,212
2203,5192,511
2203,4132,206
2203,2801,285
2203,4571,253
2203,2230,197
2203,5222,201
2203,1890,159
2203,868,157
2203,1730,161
2203,3211,909
2203,3462,154
2203,5672,250
2203,5642,160
2203,2831,175
2203,3929,923
2203,5143,776
2203,3910,213
2203,544,212
2203,4407,476
2203,4542,736
2203,2047,171
2203,1586,344
2203,1933,216
2203,3653,275
2203,3685,205
2203,4590,497
2203,2643,226
2203,5055,313
2203,5474,186
2203,181,161
2203,4051,241
2203,3733,192
2203,1802,164
2203,4441,900
2203,2137,273
2203,4551,194
2203,3860,161
2203,1473,213
2203,1983,165
2203,5556,163
2203,2901,310
2203,2449,345
2203,989,246
2203,2538,182
2203,524,241
2203,2668,208
2203,2716,254
2203,5094,179
2203,2554,228
2203,4876,316
2203,994,208
2203,2489,193
2203,1013,259
2203,5294,622
2203,1662,161
2203,3330,284
2203,1757,156
2203,5025,172
2203,237,274
2203,2392,406
2203,1692,208
2203,2053,166
2203,4196,166
2203,5217,296
2203,1133,239
2203,2736,175
2203,3003,203
2203,3680,280
2203,5541,774
2203,1248,153
2203,697,252
2203,5182,314
2203,4771,151
2203,70,333
2203,787,179
2203,4691,365
2203,4333,201
2203,1118,150
2203,408,927
2203,5056,234
2203,1792,900
2203,4154,189
2203,3861,526
2203,4680,337
2203,445,421
2203,5810,216
2203,1534,182
2203,157,231
2203,3186,164
2203,2772,174
2203,3959,150
2203,1158,183
2203,2352,180
2203,5525,165
2203,3008,705
2203,4210,918
2203,2064,175
2203,1354,189
2203,5966,165
2203,5769,170
2203,1617,205
2203,2326,164
2203,1682,437
2203,1618,691
2203,5418,198
2203,1016,214
2203,5799,161
2203,5249,246
2203,2555,234
2203,4232,161
2203,3130,205
2203,2306,348
2203,4740,218
2203,5409,165
2203,489,248
2203,3583,371
2203,4,161
2203,2222,191
2203,5844,204
2203,4791,174
2203,406,418
2203,4499,379
2203,5076,277
2203,4967,189
2203,611,165
2203,3510,174
2203,4416,190
2203,1231,217
2203,1357,275
2203,1867,164
2203,4989,158
2203,5802,164
2203,2202,161
2203,4463,399
2203,672,192
2203,3920,336
2203,4026,177
2203,1745,161
2203,5822,180
2203,2638,196
2203,3973,228
2203,3830,381
2203,1035,177
2203,4955,153
2203,245,158
2203,3386,187
2203,1343,164
2203,554,151
2203,3675,160
2203,4180,957
2203,4037,334
2203,1959,188
2203,927,259
2203,3918,329
2203,344,198
2203,708,197
2203,644,170
2203,4849,190
2203,3881,246
2203,1852,156
2203,5870,185
2203,4706,177
2203,4950,151
2203,649,166
2203,192,417
4612,4660,280
4612,344,165
4612,3672,256
4612,748,216
4612,1026,157
4612,325,189
4612,1182,356
4612,5658,243
4612,5425,297
4612,4486,298
4612,2457,411
4612,4860,156
4612,4061,415
4612,3448,448
4612,1827,256
4612,248,181
4612,4313,561
4612,5197,157
4612,4103,339
4612,1756,480
4612,1743,210
4612,4859,194
4612,917,260
4612,218,167
4612,4031,165
4612,1519,193
4612,3666,202
4612,1574,614
4612,4328,191
4612,5812,212
4612,5168,295
4612,2874,227
4612,459,321
4612,4920,610
4612,1482,254
4612,5312,292
4612,853,204
4612,4044,280
4612,359,193
4612,3507,215
4612,2096,305
4612,3186,168
4612,4036,358
4612,0,561
4612,2062,167
4612,5606,175
4612,2204,530
4612,5403,173
4612,1331,168
4612,2476,211
4431,1537,180
4431,2568,273
4431,2718,209
4431,4741,725
4431,3230,178
4431,3603,414
4431,5278,281
4431,2099,241
4431,4514,694
4431,5172,208
4431,1410,304
4431,5279,175
4431,4757,565
4431,3878,205
4431,2256,156
4431,4589,278
4431,5348,162
4431,1603,874
4431,4914,323
4431,2798,193
4431,4794,500
4431,1586,285
4431,3039,202
4431,898,157
4431,3788,262
4431,4392,160
4431,3889,225
4431,5474,616
4431,5363,182
4431,4571,165
4431,2273,624
4431,5957,639
4431,4084,408
4431,5536,233
4431,4714,220
4431,3969,216
4431,1336,213
4431,1028,258
4431,5192,268
4431,3789,157
4431,5480,155
4431,2491,187
4431,3876,157
4431,3250,265
