Protein1,Protein2,Score
2230,1451,151
2230,3211,323
2230,3970,855
2230,4411,724
2230,2435,187
2230,4505,172
2230,461,784
2230,3629,152
2230,3834,715
2230,1865,641
2230,1055,156
2230,2469,750
2230,1690,307
2230,5970,198
2230,4282,373
2230,2519,214
2230,5130,238
2230,1136,202
2230,4566,293
2230,483,193
2230,3652,215
2230,784,229
2230,3210,164
2230,531,209
2230,2713,153
2230,1304,562
2230,3747,246
2230,2753,186
2230,3101,363
2230,5615,436
2230,2499,323
2230,3981,189
2230,846,746
2230,198,190
2230,3303,429
2230,3598,770
2230,2538,160
2230,5413,730
2230,4927,345
2230,4201,200
2230,1743,205
2230,717,199
2230,1423,167
2230,5485,177
2230,2961,327
2230,2593,184
2230,5135,156
2230,3116,328
2230,5736,247
2230,3556,259
2230,5712,253
2230,3695,183
2230,2389,256
2230,1965,897
2230,3295,253
2230,2826,222
2230,2101,173
2230,2306,157
2230,4752,152
2230,5982,384
2230,5181,384
2230,5050,372
2230,5578,166
2230,5179,428
2230,3871,391
2230,5125,475
2230,1808,314
2230,4740,245
2230,3272,166
2230,2966,193
2230,4539,232
2230,3631,298
2230,1002,174
2230,2243,151
2230,4142,687
2230,2854,294
2230,1462,190
2230,4390,235
2230,4090,183
2230,4911,190
2230,1221,188
2230,4080,266
2230,3374,161
2230,2578,194
2230,838,174
2230,5877,248
2230,1,413
2230,775,223
2230,3252,183
2230,4667,186
2230,1884,249
2230,3682,170
2230,379,600
2230,5532,450
5455,3427,751
5455,3815,150
5455,3042,662
5455,3028,323
5455,3351,167
5455,3574,659
5455,1093,666
5455,5823,689
5455,871,196
5455,3659,192
5455,2392,250
5455,3556,284
5455,4483,773
5455,4318,241
5455,2971,169
5455,2067,415
5455,2642,260
5455,4422,773
5455,3333,152
5455,3107,335
5455,224,782
5455,3167,241
5455,4866,714
5455,762,197
5455,1452,200
5455,4299,177
5455,83,273
5455,3307,169
5455,257,183
5455,5287,768
5455,4086,250
5455,1497,207
5455,4774,229
5455,3443,230
5455,4847,379
5455,1487,354
5455,2747,214
5455,4596,710
5455,1113,185
5455,1905,790
5455,4236,348
5455,5681,202
5455,1847,703
5455,563,151
5455,4100,832
5455,3989,211
5455,1507,166
5455,3100,317
5455,4958,186
5455,4709,461
5455,5792,181
5455,1021,400
5455,1372,391
5455,5320,329
5455,5864,163
5455,818,459
5455,6001,176
5455,3238,481
5455,2623,189
5455,1337,377
5455,2887,169
5455,2453,750
5455,5697,168
5455,5942,197
5455,5756,730
5455,285,168
5455,4146,168
5455,3882,603
5455,1866,805
5455,885,721
5455,4888,207
5455,5437,223
5455,876,174
5455,757,152
5455,4192,212
5455,3661,671
5455,3067,761
5455,2172,271
5455,5325,780
5455,562,240
5455,5009,212
5455,421,157
5455,2829,164
5455,2779,771
5455,1015,188
5455,2726,729
5455,785,165
5455,1964,728
5455,1753,747
5455,3883,771
5455,5494,175
5455,3925,197
5455,5687,668
5455,3682,210
5455,3516,181
5455,4106,729
5455,1469,151
5455,4937,250
5455,3338,746
5455,5267,712
5455,1024,339
5455,2022,190
5455,3055,171
5455,5503,170
5455,4062,221
5455,2054,230
5455,2406,270
5455,1329,161
5455,2646,181
5455,3117,431
5455,1290,162
5455,917,784
5455,897,268
5455,4308,481
5455,1596,243
5455,3007,767
5455,1520,667
5455,3694,801
5455,3300,189
5455,2221,194
5455,2914,338
5455,2702,260
5455,400,325
5455,4560,768
5455,1404,530
5455,1895,151
687,2735,155
687,4475,312
687,764,188
687,263,251
687,3347,284
687,1968,363
687,5722,187
687,1351,246
687,4186,226
687,4052,462
687,3547,260
687,2135,418
687,5045,163
687,4395,490
687,4761,224
687,3010,226
687,4470,489
687,5680,202
687,3112,161
687,4469,635
687,4807,232
687,3562,345
687,2432,193
687,3001,179
687,1119,318
687,1712,189
687,1610,198
687,1317,222
687,3111,295
687,4115,302
687,4818,806
687,5925,165
687,4188,246
687,1278,795
687,1487,269
687,3443,155
687,5385,298
687,176,288
687,794,259
687,3835,192
687,139,377
687,3515,558
687,191,325
687,704,482
687,5214,298
687,5870,208
687,3896,171
687,5208,217
687,1495,294
687,5301,263
687,2859,275
687,4302,211
687,837,459
687,4140,158
687,2894,470
687,879,245
687,4155,531
687,4015,673
687,1951,161
687,1786,171
687,1337,331
687,1372,150
687,4434,386
687,896,281
687,1422,163
687,5106,192
687,3857,480
687,4665,925
687,3403,309
687,55,150
687,3585,266
687,4644,160
687,168,921
687,2790,206
687,5135,160
687,5789,386
687,5808,293
687,5823,156
687,4934,150
687,956,266
687,2390,151
687,3034,234
687,629,152
687,5186,165
687,3390,480
687,1984,150
687,809,163
687,282,162
687,1362,605
687,2044,225
687,4340,323
687,990,304
687,4591,972
687,2460,275
687,2475,160
687,5358,316
687,4933,537
687,3965,273
687,2397,173
687,83,163
687,2234,845
687,1837,152
687,2992,431
687,5643,165
687,4090,261
687,2078,235
687,2171,604
687,5489,298
687,2844,215
687,4170,390
687,1923,232
687,2321,196
687,1056,380
687,3506,358
687,615,390
687,2660,366
687,722,228
687,5398,264
687,750,271
687,2452,606
687,178,906
687,5727,252
687,4771,210
687,5479,268
687,2422,365
687,401,211
687,1502,193
687,3387,251
687,5596,307
687,3912,911
687,3167,632
687,3453,204
687,108,641
687,3716,420
687,5907,179
687,5760,238
687,3839,208
687,5778,603
687,4242,604
687,5175,422
687,5609,271
687,3672,620
687,4273,502
687,5112,175
687,2022,150
687,4949,367
687,5161,810
687,1736,268
687,209,264
687,295,238
687,4523,186
687,2503,277
687,4542,571
687,3594,232
687,5921,150
687,5104,270
687,335,339
687,3267,201
687,4979,412
687,2741,180
687,3106,156
687,4990,150
687,2858,221
687,5178,160
687,643,420
687,1513,158
687,534,157
687,598,168
687,5659,571
687,35,215
687,3120,972
687,5147,192
687,3649,309
687,1028,165
687,1160,229
687,5910,150
687,3254,309
687,2539,217
687,1895,341
687,4441,227
687,2944,486
687,494,272
687,732,480
687,2914,181
687,1975,202
687,2266,216
687,211,216
687,2524,202
687,3536,483
687,216,959
687,3359,274
687,1305,250
687,2128,195
687,172,313
687,2591,604
687,5875,334
687,4561,216
687,4513,272
687,1580,240
687,228,163
687,5815,161
687,760,634
687,858,209
687,3625,207
687,1196,305
687,7,978
687,707,487
687,2143,195
687,1649,167
687,768,155
687,3497,177
687,4064,394
687,1979,154
687,3679,390
687,2158,285
687,2533,199
687,2982,988
687,5401,276
687,5943,181
687,955,179
687,1183,341
687,3655,277
687,320,256
687,5632,470
687,3265,219
687,3017,161
687,823,204
687,4176,169
687,5707,921
687,1391,193
687,1543,181
687,3525,424
687,2236,181
687,1392,185
687,2310,197
687,2768,161
687,757,186
687,1468,225
687,2712,155
687,154,303
687,3548,172
687,650,476
687,1690,227
687,2455,181
687,2316,794
687,2157,366
687,1136,986
687,2345,151
687,5482,209
687,3464,307
687,4408,281
687,3882,522
687,4723,447
687,2999,270
687,4333,235
687,5456,210
687,3091,340
687,4729,382
687,4888,274
687,1118,360
687,1778,355
687,2377,201
687,5002,195
687,1462,311
687,2387,370
687,5095,164
687,5874,150
687,5176,367
687,4935,289
687,2192,434
687,5502,707
687,3691,408
687,3246,233
687,838,155
687,4898,218
687,4745,187
687,890,188
687,1828,252
687,5280,365
687,580,178
687,3682,165
687,1369,539
687,2280,168
687,1430,248
687,2560,930
687,1506,294
687,2164,230
687,3071,288
687,4019,340
687,5372,375
687,4479,234
687,3133,280
687,4648,193
687,1306,260
687,3487,177
687,3011,179
687,2829,964
687,79,205
4240,5777,157
4240,1099,237
4240,2449,216
4240,4874,725
4240,209,155
4240,5112,190
4240,5609,164
4240,3630,268
4240,1925,150
4240,4513,288
4240,1142,241
4240,2039,170
4240,5976,641
4240,3064,172
4240,4727,177
4240,5148,169
4240,1271,349
4240,1467,214
4240,5063,152
4240,2944,245
4240,2539,167
4240,11,313
4240,3091,230
4240,2946,204
4240,2348,152
4240,2157,171
4240,3512,192
4240,4550,156
4240,3383,169
4240,3429,182
4240,539,237
4240,4624,456
4240,482,160
4240,280,317
4240,2554,434
4240,1130,163
4240,354,266
4240,1369,374
4240,2152,323
4240,4554,177
4240,1778,304
4240,5385,162
4240,5406,164
4240,2121,167
4240,486,177
4240,4470,151
4240,4058,186
4240,2077,150
4240,1453,151
4240,3676,421
4240,900,171
4240,4683,156
4240,4004,192
4240,5767,489
4240,4939,559
4240,1031,178
4240,3733,184
4240,5234,161
4240,2753,218
4240,2475,350
4240,2044,190
4240,1175,348
4240,783,273
4240,3839,230
4240,3333,398
4240,3056,230
4240,762,204
4240,1026,210
4240,1095,274
4240,2321,245
4240,356,318
4240,1348,153
4240,5884,162
4240,3569,156
4240,643,164
4240,534,217
4240,3163,317
4240,4516,223
4240,4041,150
4240,4413,170
4240,133,266
4240,1657,160
4240,99,162
4240,2047,220
4240,7,199
4240,812,159
4240,1766,166
4240,3345,154
4240,708,158
4240,259,175
4240,5210,324
4240,5456,288
4240,1242,356
4240,3548,415
4240,2712,201
4240,2768,153
4240,5856,166
4240,2236,305
4240,1214,204
4240,819,182
4240,4176,274
4240,320,209
4240,5632,168
4240,2650,161
4240,1013,179
4240,79,213
4240,1363,209
4240,395,202
4240,795,237
4240,5679,161
4240,4235,180
4240,3793,257
4240,2439,164
4240,4180,195
4240,3261,152
4240,3447,199
4240,5288,171
4240,2632,154
4240,5660,266
4240,2012,198
4240,2186,352
4240,5059,195
4240,2174,154
4240,840,151
4240,5530,226
4240,3948,591
4240,626,165
4240,4140,215
4240,4501,375
4240,5400,237
4240,4933,245
4240,4591,199
4240,3592,161
4240,3085,644
4240,3057,252
4240,1984,209
4240,956,541
4240,3995,223
4240,2445,171
4240,5369,167
4240,1441,221
4240,3077,257
4240,3286,266
4240,152,509
4240,1923,153
4240,3895,169
3439,4479,468
3439,1632,261
3439,380,153
3439,2679,224
3439,1001,942
3439,4482,608
3439,4898,196
3439,1880,154
3439,2377,235
3439,4886,328
3439,5176,243
3439,3327,230
3439,4182,165
3439,2672,365
3439,2125,179
3439,4229,262
3439,1521,298
3439,2416,465
3439,4566,254
3439,5130,412
3439,3125,261
3439,5712,197
3439,3655,216
3439,5833,177
3439,2826,211
3439,1327,521
3439,3421,222
3439,5413,155
3439,1683,153
3439,1798,180
3439,2871,312
3439,4883,839
3439,1639,398
3439,591,684
3439,3312,694
3439,3941,491
3439,318,302
3439,1433,181
3439,4803,155
3439,1028,175
3439,5159,218
3439,3505,315
3439,35,309
3439,5102,455
3439,3500,183
3439,5196,174
3439,1634,378
3439,3745,215
3439,4852,218
3439,1723,171
3439,1353,198
3439,3399,281
3439,3762,279
3439,5570,206
3439,2854,577
3439,4539,263
3439,5050,429
3439,2529,929
3439,748,157
3439,5125,431
3439,3009,360
3439,5179,153
3439,2197,488
3439,5877,390
3439,3470,260
3439,615,206
3439,178,200
3439,4090,244
3439,4790,216
3439,4170,196
3439,5994,369
3439,3101,171
3439,1997,413
3439,1181,232
3439,5135,172
3439,662,196
3439,1909,378
3439,4116,209
3439,2191,307
3439,4683,263
3439,837,196
3439,2623,188
3439,927,183
3439,4155,204
3439,3049,181
3439,3890,175
3439,1451,200
3439,5301,196
3439,4553,156
3439,2594,154
3439,1217,196
3439,2457,455
3439,1615,231
3439,191,771
3439,698,159
3439,309,189
3439,1914,242
3439,67,165
3439,4807,297
3439,670,321
3439,2459,209
3439,5403,281
3439,951,200
3439,1390,262
3439,764,353
3439,1445,168
3439,1351,595
2854,2245,271
2854,1895,171
2854,4803,719
2854,1651,352
2854,4411,157
2854,60,174
2854,587,250
2854,5851,171
2854,2914,165
2854,172,168
2854,5298,201
2854,591,477
2854,2994,575
2854,5772,206
2854,3518,283
2854,2047,218
2854,4280,155
2854,5035,244
2854,2833,172
2854,208,267
2854,897,158
2854,2500,181
2854,5461,201
2854,3189,520
2854,2599,168
2854,4791,152
2854,3854,273
2854,1387,459
2854,1699,202
2854,3165,343
2854,5803,193
2854,28,162
2854,4852,591
2854,3692,349
2854,2882,199
2854,4041,202
2854,4413,235
2854,1634,427
2854,4037,221
2854,1959,275
2854,4914,235
2854,3163,219
2854,5421,179
2854,5102,517
2854,35,190
2854,5093,249
2854,3744,238
2854,4125,182
2854,1513,347
2854,4440,154
2854,643,174
2854,4472,190
2854,4841,253
2854,4080,453
2854,1118,186
2854,2329,240
2854,2377,282
2854,4420,347
2854,225,192
2854,3793,195
2854,1884,260
2854,525,188
2854,1124,182
2854,1713,192
2854,3875,201
2854,4752,163
2854,3222,192
2854,5982,353
2854,5048,150
2854,4026,343
2854,3207,246
2854,4142,221
2854,118,235
2854,4740,349
2854,5098,171
2854,3133,174
2854,717,170
2854,2275,190
2854,1798,279
2854,899,207
2854,4716,235
2854,3295,563
2854,2101,336
2854,2826,213
2854,3655,356
2854,1781,318
2854,4801,356
2854,5632,327
2854,1690,244
2854,3060,155
2854,4738,248
2854,4205,438
2854,2416,552
2854,4566,347
2854,2125,234
2854,1521,496
2854,2712,181
2854,5615,189
2854,1356,234
2854,3424,156
2854,2061,196
2854,3439,577
2854,2546,168
2854,322,199
2854,4610,171
2854,2457,670
2854,4297,643
2854,3835,185
2854,2230,294
2854,294,200
2854,2167,235
2854,2132,301
2854,3465,163
2854,1451,156
2854,2859,230
2854,3890,402
2854,5630,151
2854,3687,382
2854,5333,508
2854,4787,216
2854,4114,417
2854,1357,295
2854,927,445
2854,3244,175
2854,3184,235
2854,1295,173
2854,4609,348
2854,730,159
2854,2174,180
2854,4052,278
2854,3989,378
2854,1390,594
2854,263,188
2854,764,574
2854,2186,238
2854,2226,203
2854,1014,301
2854,5680,267
2854,3010,244
2854,1614,227
2854,2515,173
2854,3158,234
2854,5927,151
2854,4104,198
2854,2610,226
2854,1487,177
2854,2673,155
2854,5491,364
2854,654,329
2854,1236,153
2854,2595,183
2854,3304,163
2854,2380,150
2854,2234,171
2854,874,176
2854,750,248
2854,178,207
2854,4577,206
2854,5532,348
2854,3506,210
2854,948,159
2854,849,163
2854,1,278
2854,3009,290
2854,5578,198
2854,3871,663
2854,5179,298
2854,2529,206
2854,1063,229
2854,1534,205
2854,3072,172
2854,5125,541
2854,2801,301
2854,748,484
2854,5050,535
2854,741,214
2854,4077,347
2854,3709,250
2854,5527,226
2854,3762,214
2854,2719,235
2854,2665,265
2854,2966,273
2854,1743,169
2854,1733,192
2854,2880,166
2854,5485,251
2854,676,239
2854,2499,319
2854,1663,230
2854,2977,204
2854,198,192
2854,4927,301
2854,3708,190
2854,2389,173
2854,614,218
2854,2593,333
2854,5808,263
2854,93,192
2854,5789,214
2854,3085,192
2854,1181,154
2854,3827,226
2854,3652,525
2854,809,158
2854,4840,301
2854,3889,151
2854,3101,535
2854,4933,158
2854,3873,158
2854,5994,338
2854,620,169
2854,5253,198
2854,2299,215
2854,4072,155
2854,4452,244
2854,3425,181
2854,5159,150
2854,2004,231
2854,2653,303
2854,1271,161
2854,3211,154
2854,4505,477
2854,2435,220
2854,2221,222
2854,1272,231
2854,612,235
2854,5671,385
2854,3312,181
2854,2073,246
2854,2641,211
2854,5441,369
2854,5024,326
2854,5976,318
2854,894,170
2854,5544,225
2854,2860,214
2854,192,225
2854,2337,740
2854,541,205
2854,5112,225
2854,5674,558
2854,3739,258
2854,2477,177
2854,3825,284
2854,5609,174
2854,3399,308
2854,4101,158
2854,2406,157
2854,1723,450
2854,864,192
2854,2219,190
2854,5598,201
2854,5311,235
2854,4311,509
2854,5196,557
2854,527,167
2854,799,234
2854,4615,170
2854,278,234
2854,3083,596
2854,3505,260
2854,1475,173
2854,5502,278
2854,4886,178
2854,3719,398
2854,4390,350
2854,4691,257
2854,2890,242
2854,1550,246
2854,3103,201
2854,2656,188
2854,2951,269
2854,1027,376
2854,1001,191
2854,1369,290
2854,639,153
2854,3631,403
2854,4863,172
2854,5193,154
2854,380,521
2854,2243,183
2854,2679,213
2854,3952,183
2854,1632,525
2854,4479,455
2854,965,176
2854,64,192
2854,5860,175
2854,3241,235
2854,1545,172
2854,3421,158
2854,539,209
2854,4998,219
2854,482,194
2854,977,168
2854,1327,196
2854,3008,172
2854,5912,375
2854,5833,199
2854,4815,167
2854,1094,215
2854,5736,354
2854,5712,381
2854,3125,152
2854,2316,159
2854,2455,163
2854,5130,401
2854,1136,181
2854,483,284
2854,1392,318
2854,4710,263
2854,876,177
2854,1768,216
2854,493,234
2854,3996,182
2854,1582,205
2854,1701,224
2854,3784,210
2854,1178,259
2854,4677,223
2854,3914,160
2854,4135,212
2854,3970,418
2854,2825,153
2854,744,192
2854,2532,186
2854,704,503
2854,3150,235
2854,5782,196
2854,2587,169
2854,5787,320
2854,3171,239
2854,1593,199
2854,3898,172
2854,4939,455
2854,2191,253
2854,109,297
2854,1898,162
2854,5106,183
2854,1021,183
2854,1351,390
2854,1359,299
2854,2144,235
2854,3567,183
2854,4756,177
2854,951,249
2854,4470,165
2854,3562,192
2854,4807,184
2854,67,226
2854,1814,158
2854,2293,214
2854,905,231
2854,1126,297
2854,4847,199
2854,1382,159
2854,1012,302
2854,1509,375
2854,5052,234
2854,2121,254
2854,5735,235
2854,2078,183
2854,4090,313
2854,5088,170
2854,4629,325
2854,4189,162
2854,2578,355
2854,2197,464
2854,5877,267
2854,3470,333
2854,1562,157
2854,5775,214
2854,442,315
2854,4651,164
2854,2169,193
2854,4539,547
2854,5666,238
2854,5025,185
2854,108,160
2854,4201,237
2854,2048,206
2854,355,223
2854,4306,262
2854,5334,156
2854,2963,260
2854,713,179
2854,3303,425
2854,4662,313
2854,783,188
2854,485,216
2854,2456,235
2854,4678,307
2854,70,224
2854,3116,433
2854,3498,163
2854,3659,375
2854,4282,457
2854,3732,180
2854,784,545
2854,2341,182
2854,2044,270
2854,1055,153
2854,5825,182
2854,2670,171
2854,235,234
2854,3311,189
2854,1588,206
2854,1655,261
2854,1009,196
2854,531,186
2854,4707,158
3222,734,225
3222,1108,232
3222,3750,173
3222,1593,158
3222,3654,181
3222,3951,187
3222,375,282
3222,1749,152
3222,2211,150
3222,5045,199
3222,1527,160
3222,2293,243
3222,3562,155
3222,486,160
3222,67,257
3222,5218,386
3222,1485,463
3222,4185,188
3222,1428,157
3222,2321,165
3222,108,212
3222,5025,200
3222,478,171
3222,292,159
3222,4131,418
3222,713,686
3222,783,271
3222,70,165
3222,693,200
3222,5508,189
3222,485,173
3222,3357,245
3222,2987,200
3222,1009,168
3222,235,297
3222,5625,262
3222,2653,270
3222,2944,165
3222,2700,150
3222,5671,194
3222,57,189
3222,3204,664
3222,4561,322
3222,1580,316
3222,2860,254
3222,5024,205
3222,2628,229
3222,3025,248
3222,864,155
3222,2219,308
3222,278,369
3222,2247,176
3222,5440,159
3222,202,326
3222,3691,253
3222,2192,273
3222,3798,348
3222,1801,203
3222,5897,210
3222,387,157
3222,1369,212
3222,639,248
3222,1550,155
3222,3103,285
3222,3487,288
3222,5384,198
3222,5193,173
3222,100,225
3222,1315,163
3222,64,155
3222,3754,169
3222,5860,158
3222,4815,289
3222,5833,158
3222,3429,279
3222,977,169
3222,4551,225
3222,3525,470
3222,4710,258
3222,4416,184
3222,1136,291
3222,1582,171
3222,3784,185
3222,5173,251
3222,493,287
3222,3646,342
3222,1597,277
3222,2249,280
3222,2546,197
3222,4405,177
3222,2132,199
3222,3890,191
3222,4787,161
3222,5905,182
3222,4917,456
3222,3543,218
3222,1471,154
3222,263,204
3222,2174,169
3222,2226,174
3222,2267,225
3222,3158,313
3222,3608,285
3222,1966,159
3222,2501,303
3222,2234,269
3222,5410,193
3222,3916,186
3222,3307,537
3222,4708,215
3222,948,233
3222,2382,200
3222,3426,200
3222,401,152
3222,2396,245
3222,1534,200
3222,1063,191
3222,5596,169
3222,2801,181
3222,271,335
3222,2854,192
3222,5031,185
3222,1733,155
3222,3995,160
3222,168,162
3222,5485,174
3222,93,155
3222,817,347
3222,1842,197
3222,809,155
3222,4840,774
3222,3085,155
3222,2299,225
3222,3397,244
3222,3351,213
3222,1289,154
3222,4933,165
3222,3649,261
3222,3065,445
3222,812,173
3222,5132,198
3222,567,241
3222,5298,230
3222,5461,352
3222,2047,191
3222,4242,150
3222,2599,197
3222,2305,330
3222,246,271
3222,2882,665
3222,4426,151
3222,4516,160
3222,4037,241
3222,1010,225
3222,3569,180
3222,643,181
3222,4083,153
3222,2329,311
3222,565,225
3222,771,315
3222,165,310
3222,4180,154
3222,3793,158
3222,225,278
3222,1713,529
3222,118,275
3222,3275,230
3222,3207,325
3222,2667,150
3222,2275,308
3222,1649,161
3222,1781,243
3222,1442,154
3222,3140,179
3222,2768,352
3222,5856,368
3222,2712,176
3222,1690,200
3222,3276,174
3222,3464,352
3222,3424,158
3222,4910,170
4996,5664,222
4996,3158,185
4996,2610,240
4996,5260,168
4996,4954,158
4996,1487,258
4996,2501,261
4996,847,232
4996,4818,247
4996,1236,411
4996,3214,167
4996,5491,159
4996,1507,275
4996,4524,718
4996,1445,242
4996,4367,183
4996,2174,180
4996,730,671
4996,764,217
4996,1390,181
4996,263,275
4996,840,164
4996,2267,278
4996,5680,294
4996,2226,413
4996,1014,299
4996,1770,188
4996,2012,169
4996,1357,244
4996,743,342
4996,97,303
4996,3847,464
4996,2592,156
4996,5530,183
4996,706,204
4996,3285,194
4996,3572,152
4996,159,335
4996,4855,164
4996,4172,181
4996,5986,161
4996,330,203
4996,770,232
4996,1264,323
4996,4997,178
4996,68,370
4996,1912,160
4996,701,432
4996,862,556
4996,698,278
4996,1939,821
4996,5895,240
4996,2546,373
4996,1288,210
4996,3320,278
4996,4297,367
4996,5301,181
4996,3890,178
4996,5630,168
4996,2132,213
4996,75,302
4996,3687,191
4996,1978,416
4996,3593,168
4996,5214,380
4996,3651,177
4996,4595,193
4996,4414,448
4996,4702,181
4996,3821,243
4996,2401,185
4996,3034,192
4996,3351,167
4996,5358,150
4996,2299,667
4996,5331,279
4996,5253,255
4996,3397,293
4996,620,151
4996,4515,168
4996,958,342
4996,3210,260
4996,3873,179
4996,5485,998
4996,3585,181
4996,5237,234
4996,4108,773
4996,5415,205
4996,3488,211
4996,3403,400
4996,4327,171
4996,676,184
4996,3708,229
4996,2389,231
4996,2545,718
4996,4664,162
4996,5823,200
4996,1135,321
4996,3072,162
4996,5596,285
4996,2801,313
4996,3387,284
4996,2188,465
4996,5125,395
4996,4884,174
4996,2529,162
4996,3912,716
4996,731,329
4996,5578,276
4996,2396,325
4996,2422,184
4996,5969,154
4996,5669,163
4996,5369,154
4996,3565,183
4996,3716,198
4996,3215,172
4996,3304,486
4996,3195,171
4996,2171,209
4996,1794,358
4996,1221,212
4996,4790,228
4996,2601,172
4996,2234,566
4996,3234,243
4996,750,404
4996,3426,155
4996,849,338
4996,1,556
4996,2382,222
4996,4730,151
4996,692,169
4996,3506,361
4996,5468,229
4996,3163,352
4996,5926,235
4996,1010,266
4996,3500,154
4996,5866,163
4996,4516,180
4996,4775,156
4996,4589,225
4996,635,193
4996,5745,296
4996,3120,626
4996,5093,295
4996,35,232
4996,5659,450
4996,4472,176
4996,5371,215
4996,3569,450
4996,3117,212
4996,2599,494
4996,4532,195
4996,1413,206
4996,5427,254
4996,1548,234
4996,4685,203
4996,1330,168
4996,4143,180
4996,4002,205
4996,5330,201
4996,3359,547
4996,7,250
4996,3625,511
4996,1248,978
4996,208,235
4996,3790,175
4996,3336,154
4996,1895,299
4996,2850,153
4996,2245,161
4996,1028,336
4996,5890,453
4996,211,385
4996,60,197
4996,4712,178
4996,2458,318
4996,400,321
4996,5622,439
4996,4698,200
4996,587,185
4996,3300,540
4996,5055,602
4996,5612,173
4996,1242,187
4996,289,254
4996,4566,176
4996,4738,301
4996,3060,803
4996,1690,399
4996,1394,710
4996,2712,900
4996,4229,386
4996,4951,373
4996,3882,402
4996,4565,192
4996,3424,181
4996,1683,168
4996,899,364
4996,1013,193
4996,4806,216
4996,2306,158
4996,2826,230
4996,3067,186
4996,5707,440
4996,819,194
4996,4234,243
4996,320,154
4996,5448,193
4996,4482,210
4996,3440,304
4996,4094,242
4996,3282,158
4996,2164,393
4996,2675,533
4996,1964,220
4996,1506,151
4996,5842,487
4996,3883,218
4996,4489,227
4996,2280,236
4996,4752,218
4996,421,325
4996,4142,454
4996,4499,372
4996,3275,579
4996,1116,261
4996,1306,280
4996,5176,243
4996,88,168
4996,565,266
4996,4935,292
4996,2387,250
4996,4420,383
4996,4083,156
4996,3809,348
4996,3682,567
4996,1884,280
4996,3252,323
4996,648,471
4996,3793,196
4996,1714,153
4996,4528,683
4996,4970,302
4996,4898,213
4996,3524,157
4996,2631,195
4996,1814,311
4996,4807,470
4996,5154,685
4996,3398,956
4996,3112,232
4996,4363,173
4996,4711,923
4996,4978,258
4996,1611,305
4996,1835,266
4996,5385,212
4996,5764,192
4996,2175,157
4996,905,175
4996,4606,157
4996,5218,167
4996,5888,529
4996,2121,173
4996,4388,187
4996,3100,635
4996,5127,177
4996,3347,285
4996,4199,179
4996,2736,163
4996,229,205
4996,1486,156
4996,607,340
4996,5032,258
4996,996,208
4996,3489,195
4996,951,493
4996,4971,546
4996,1384,155
4996,5681,175
4996,4,161
4996,1453,184
4996,2211,159
4996,1847,153
4996,2777,234
4996,5645,485
4996,4504,220
4996,879,180
4996,678,179
4996,4015,294
4996,4155,489
4996,1593,196
4996,4000,151
4996,3171,150
4996,4231,261
4996,4302,189
4996,2623,164
4996,2587,273
4996,837,171
4996,5993,323
4996,2384,201
4996,4309,385
4996,2191,393
4996,4372,229
4996,4434,152
4996,191,335
4996,4128,337
4996,3859,163
4996,740,464
4996,2825,194
4996,1108,160
4996,744,218
4996,3203,182
4996,784,198
4996,9,277
4996,5053,164
4996,4178,231
4996,4282,247
4996,5825,260
4996,3002,221
4996,647,187
4996,4271,308
4996,468,953
4996,2341,642
4996,3629,219
4996,5186,500
4996,1226,165
4996,2196,241
4996,3965,300
4996,2379,712
4996,1325,252
4996,3427,175
4996,531,210
4996,5262,332
4996,4306,175
4996,2579,370
4996,276,990
4996,3659,386
4996,3432,402
4996,1244,590
4996,2683,456
4996,70,787
4996,1808,321
4996,3167,317
4996,4036,320
4996,452,239
4996,4168,156
4996,1528,181
4996,86,205
4996,5760,581
4996,87,183
4996,5778,243
4996,4369,300
4996,405,165
4996,108,205
4996,4200,166
4996,481,201
4996,4086,161
4996,4185,272
4996,5088,438
4996,4090,450
4996,4173,206
4996,1452,273
4996,3139,294
4996,5941,183
4996,3667,270
4996,5877,231
4996,615,390
4996,529,714
4996,2741,207
4996,5965,212
4996,557,294
4996,124,218
4996,278,165
4996,2247,197
4996,5070,309
4996,802,491
4996,5817,208
4996,541,194
4996,3093,643
4996,1723,214
4996,5175,175
4996,3192,610
4996,4542,436
4996,2785,328
4996,3900,616
4996,4829,229
4996,1520,167
4996,3312,552
4996,2128,668
4996,3867,429
4996,3007,158
4996,5441,752
4996,1929,167
4996,4513,177
4996,3299,161
4996,1925,216
4996,3664,377
4996,3632,288
4996,4546,166
4996,199,434
4996,5159,288
4996,709,202
4996,732,260
4996,3146,201
4996,2004,439
4996,2524,284
4996,3211,459
4996,521,150
4996,5671,246
4996,1975,173
4996,2221,182
4996,4485,363
4996,2157,169
4996,1591,494
4996,1136,686
4996,5130,211
4996,699,201
4996,1030,324
4996,2455,999
4996,876,372
4996,1623,193
4996,3931,261
4996,1392,518
4996,4550,170
4996,1468,390
4996,757,265
4996,4888,460
4996,11,505
4996,493,177
4996,2672,184
4996,5173,157
4996,3091,311
4996,2999,161
4996,4723,157
4996,5219,349
4996,3784,670
4996,206,176
4996,5419,243
4996,2193,164
4996,3386,534
4996,2757,190
4996,5860,242
4996,2533,268
4996,2827,234
4996,64,157
4996,3754,178
4996,2848,253
4996,3699,524
4996,482,192
4996,1979,181
4996,5103,434
4996,539,272
4996,3421,222
4996,4998,381
4996,5824,827
4996,768,160
